gene_name,gene_id_entrez,gene_id_ensembl,mim_number,mim_entry_type
CBX7,23492,ENSG00000100307,608457,gene
CBX8,57332,ENSG00000141570,617354,gene
CBY1,25776,ENSG00000100211,607757,gene
CC2D1A,54862,ENSG00000132024,610055,gene
CC2D2A,57545,ENSG00000048342,612013,gene
CCAR1,55749,ENSG00000060339,612569,gene
CCAR2,57805,ENSG00000158941,607359,gene
CCAT1,100507056,NA,617705,gene
CCBE1,147372,ENSG00000183287,612753,gene
CCDC103,388389,ENSG00000167131,614677,gene
CCDC106,29903,ENSG00000173581,613478,gene
CCDC110,256309,ENSG00000168491,609488,gene
CCDC113,29070,ENSG00000103021,616070,gene
CCDC114,93233,ENSG00000105479,615038,gene
CCDC115,84317,ENSG00000136710,613734,gene
CCDC120,90060,ENSG00000147144,300947,gene
CCDC122,160857,ENSG00000151773,613408,gene
CCDC125,202243,ENSG00000183323,613781,gene
CCDC136,64753,ENSG00000128596,611902,gene
CCDC137,339230,ENSG00000185298,614271,gene
CCDC14,64770,ENSG00000175455,617147,gene
CCDC141,285025,ENSG00000163492,616031,gene
CCDC151,115948,ENSG00000198003,615956,gene
CCDC155,147872,ENSG00000161609,618125,gene
CCDC174,51244,ENSG00000154781,616735,gene
CCDC183,84960,ENSG00000213213,615955,gene
CCDC189,90835,ENSG00000196118,618318,gene
CCDC22,28952,ENSG00000101997,300859,gene
CCDC26,137196,ENSG00000229140,613040,gene
CCDC28A,25901,ENSG00000024862,615353,gene
CCDC28B,79140,ENSG00000160050,610162,gene
CCDC33,80125,ENSG00000140481,618525,gene
CCDC34,91057,ENSG00000109881,612324,gene
CCDC39,339829,ENSG00000284862,613798,gene
CCDC40,55036,ENSG00000141519,613799,gene
CCDC47,57003,ENSG00000108588,618260,gene
CCDC50,152137,ENSG00000152492,611051,gene
CCDC51,79714,ENSG00000164051,618585,gene
CCDC6,8030,ENSG00000108091,601985,gene
CCDC62,84660,ENSG00000130783,613481,gene
CCDC63,160762,ENSG00000173093,617969,gene
CCDC65,85478,ENSG00000139537,611088,gene
CCDC68,80323,ENSG00000166510,616909,gene
CCDC73,493860,ENSG00000186714,612328,gene
CCDC78,124093,ENSG00000162004,614666,gene
CCDC8,83987,ENSG00000169515,614145,gene
CCDC80,151887,ENSG00000091986,608298,gene
CCDC85B,11007,ENSG00000175602,605360,gene
CCDC86,79080,ENSG00000110104,611293,gene
CCDC88A,55704,ENSG00000115355,609736,gene
CCDC88B,283234,ENSG00000168071,611205,gene
CCDC88C,440193,ENSG00000015133,611204,gene
CCDC91,55297,ENSG00000123106,617366,gene
CCER2,643669,ENSG00000262484,617634,gene
CCHCR1,54535,ENSG00000204536,605310,gene
CCIN,881,ENSG00000185972,603960,gene
CCK,885,ENSG00000187094,118440,gene
CCKAR,886,ENSG00000163394,118444,gene
CCKBR,887,ENSG00000110148,118445,gene
CCL1,6346,ENSG00000108702,182281,gene
CCL11,6356,ENSG00000172156,601156,gene
CCL13,6357,ENSG00000181374,601391,gene
CCL14,6358,ENSG00000276409,601392,gene
CCL15,6359,ENSG00000275718,601393,gene
CCL16,6360,ENSG00000275152,601394,gene
CCL17,6361,ENSG00000102970,601520,gene
CCL18,6362,ENSG00000275385,603757,gene
CCL19,6363,ENSG00000172724,602227,gene
CCL2,6347,ENSG00000108691,158105,gene/phenotype
CCL20,6364,ENSG00000115009,601960,gene
CCL21,6366,ENSG00000137077,602737,gene
CCL22,6367,ENSG00000102962,602957,gene
CCL23,6368,ENSG00000274736,602494,gene
CCL24,6369,ENSG00000106178,602495,gene
CCL25,6370,ENSG00000131142,602565,gene
CCL26,10344,ENSG00000006606,604697,gene
CCL27,10850,ENSG00000213927,604833,gene
CCL28,56477,ENSG00000151882,605240,gene
CCL3,6348,ENSG00000277632,182283,gene
CCL3L1,6349,NA,601395,gene
CCL3L3,414062,ENSG00000276085,609468,gene
CCL3P1,390788,NA,609467,gene
CCL4,6351,ENSG00000275302,182284,gene
CCL4L1,388372,NA,603782,gene
CCL4L2,9560,ENSG00000276070,610757,gene
CCL5,6352,ENSG00000271503,187011,gene
CCL7,6354,ENSG00000108688,158106,gene
CCL8,6355,ENSG00000108700,602283,gene
CCM2,83605,ENSG00000136280,607929,gene
CCN1,3491,ENSG00000142871,602369,gene
CCN2,1490,ENSG00000118523,121009,gene
CCN3,4856,ENSG00000136999,164958,gene
CCN4,8840,ENSG00000104415,603398,gene
CCN5,8839,ENSG00000064205,603399,gene
CCN6,8838,ENSG00000112761,603400,gene
CCNA1,8900,ENSG00000133101,604036,gene
CCNA2,890,ENSG00000145386,123835,gene
CCNB1,891,ENSG00000134057,123836,gene
CCNB1IP1,57820,ENSG00000100814,608249,gene
CCNB2,9133,ENSG00000157456,602755,gene
CCNB3,85417,ENSG00000147082,300456,gene
CCNC,892,ENSG00000112237,123838,gene
CCND1,595,ENSG00000110092,168461,gene
CCND2,894,ENSG00000118971,123833,gene
CCND3,896,ENSG00000112576,123834,gene
CCNDBP1,23582,ENSG00000166946,607089,gene
CCNE1,898,ENSG00000105173,123837,gene
CCNE2,9134,ENSG00000175305,603775,gene
CCNF,899,ENSG00000162063,600227,gene
CCNG1,900,ENSG00000113328,601578,gene
CCNG2,901,ENSG00000138764,603203,gene
CCNH,902,ENSG00000134480,601953,gene
CCNK,8812,ENSG00000090061,603544,gene
CCNL1,57018,ENSG00000163660,613384,gene
CCNL2,81669,ENSG00000221978,613482,gene
CCNO,10309,ENSG00000152669,607752,gene
CCNQ,92002,ENSG00000262919,300708,gene
CCNT1,904,ENSG00000129315,143055,gene
CCNT2,905,ENSG00000082258,603862,gene
CCNY,219771,ENSG00000108100,612786,gene
CCP110,9738,ENSG00000103540,609544,gene
CCPG1,9236,ENSG00000260916,611326,gene
CCR1,1230,ENSG00000163823,601159,gene
CCR10,2826,ENSG00000184451,600240,gene
CCR2,729230,ENSG00000121807,601267,gene
CCR3,1232,ENSG00000183625,601268,gene
CCR4,1233,ENSG00000183813,604836,gene
CCR5,1234,ENSG00000160791,601373,gene
CCR6,1235,ENSG00000112486,601835,gene
CCR7,1236,ENSG00000126353,600242,gene
CCR8,1237,ENSG00000179934,601834,gene
CCR9,10803,ENSG00000173585,604738,gene
CCRL2,9034,ENSG00000121797,608379,gene
CCS,9973,ENSG00000173992,603864,gene
CCSAP,126731,ENSG00000154429,616762,gene
CCT2,10576,ENSG00000166226,605139,gene
CCT3,7203,ENSG00000163468,600114,gene
CCT4,10575,ENSG00000115484,605142,gene
CCT5,22948,ENSG00000150753,610150,gene
CCT6A,908,ENSG00000146731,104613,gene
CCT6B,10693,ENSG00000132141,610730,gene
CCT7,10574,ENSG00000135624,605140,gene
CCT8,10694,ENSG00000156261,617786,gene
CD101,9398,ENSG00000134256,604516,gene
CD109,135228,ENSG00000156535,608859,gene
CD14,929,ENSG00000170458,158120,gene
CD151,977,ENSG00000177697,602243,gene
CD160,11126,ENSG00000117281,604463,gene
CD163,9332,ENSG00000177575,605545,gene
CD163L1,283316,ENSG00000177675,606079,gene
CD164,8763,ENSG00000135535,603356,gene
CD177,57126,ENSG00000204936,162860,gene
CD180,4064,ENSG00000134061,602226,gene
CD19,930,ENSG00000177455,107265,gene
CD1A,909,ENSG00000158477,188370,gene
CD1B,910,ENSG00000158485,188360,gene
CD1C,911,ENSG00000158481,188340,gene
CD1D,912,ENSG00000158473,188410,gene
CD1E,913,ENSG00000158488,188411,gene
CD2,914,ENSG00000116824,186990,gene
CD200,4345,ENSG00000091972,155970,gene
CD200R1,131450,ENSG00000163606,607546,gene
CD207,50489,ENSG00000116031,604862,gene
CD209,30835,ENSG00000090659,604672,gene
CD22,933,ENSG00000012124,107266,gene
CD226,10666,ENSG00000150637,605397,gene
CD24,100133941,ENSG00000272398,600074,gene
CD244,51744,ENSG00000122223,605554,gene
CD247,919,ENSG00000198821,186780,gene
CD248,57124,ENSG00000174807,606064,gene
CD27,939,ENSG00000139193,186711,gene
CD274,29126,ENSG00000120217,605402,gene
CD276,80381,ENSG00000103855,605715,gene
CD28,940,ENSG00000178562,186760,gene
CD2AP,23607,ENSG00000198087,604241,gene
CD2BP2,10421,ENSG00000169217,604470,gene
CD300A,11314,ENSG00000167851,606790,gene
CD300C,10871,ENSG00000167850,606786,gene
CD300E,342510,ENSG00000186407,609801,gene
CD300H,100130520,ENSG00000284690,616560,gene
CD300LB,124599,ENSG00000178789,610705,gene
CD300LD,100131439,ENSG00000204345,616301,gene
CD300LF,146722,ENSG00000186074,609807,gene
CD300LG,146894,ENSG00000161649,610520,gene
CD302,9936,ENSG00000241399,612246,gene
CD320,51293,ENSG00000167775,606475,gene
CD33,945,ENSG00000105383,159590,gene
CD34,947,ENSG00000174059,142230,gene
CD36,948,ENSG00000135218,173510,gene
CD37,951,ENSG00000104894,151523,gene
CD38,952,ENSG00000004468,107270,gene
CD3D,915,ENSG00000167286,186790,gene
CD3E,916,ENSG00000198851,186830,gene
CD3EAP,10849,ENSG00000117877,107325,gene
CD3G,917,ENSG00000160654,186740,gene
CD4,920,ENSG00000010610,186940,gene
CD40,958,ENSG00000101017,109535,gene
CD40LG,959,ENSG00000102245,300386,gene
CD44,960,ENSG00000026508,107269,gene
CD46,4179,ENSG00000117335,120920,gene
CD47,961,ENSG00000196776,601028,gene
CD48,962,ENSG00000117091,109530,gene
CD5,921,ENSG00000110448,153340,gene
CD52,1043,ENSG00000169442,114280,gene
CD53,963,ENSG00000143119,151525,gene
CD55,1604,ENSG00000196352,125240,gene
CD58,965,ENSG00000116815,153420,gene
CD59,966,ENSG00000085063,107271,gene
CD5L,922,ENSG00000073754,602592,gene
CD6,923,ENSG00000013725,186720,gene
CD63,967,ENSG00000135404,155740,gene
CD68,968,ENSG00000129226,153634,gene
CD69,969,ENSG00000110848,107273,gene
CD7,924,ENSG00000173762,186820,gene
CD70,970,ENSG00000125726,602840,gene
CD72,971,ENSG00000137101,107272,gene
CD74,972,ENSG00000019582,142790,gene
CD79A,973,ENSG00000105369,112205,gene
CD79B,974,ENSG00000007312,147245,gene
CD80,941,ENSG00000121594,112203,gene
CD81,975,ENSG00000110651,186845,gene
CD82,3732,ENSG00000085117,600623,gene
CD83,9308,ENSG00000112149,604534,gene
CD84,8832,ENSG00000066294,604513,gene
CD86,942,ENSG00000114013,601020,gene
CD8A,925,ENSG00000153563,186910,gene
CD8B,926,ENSG00000172116,186730,gene
CD9,928,ENSG00000010278,143030,gene
CD93,22918,ENSG00000125810,120577,gene
CD96,10225,ENSG00000153283,606037,gene
CD99,4267,ENSG00000002586,313470,gene
CD99,4267,ENSG00000002586,450000,gene
CD99L2,83692,ENSG00000102181,300846,gene
CDA,978,ENSG00000158825,123920,gene
CDAN1,146059,ENSG00000140326,607465,gene
CDC123,8872,ENSG00000151465,617708,gene
CDC14A,8556,ENSG00000079335,603504,gene
CDC14B,8555,ENSG00000081377,603505,gene
CDC16,8881,ENSG00000130177,603461,gene
CDC20,991,ENSG00000117399,603618,gene
CDC23,8697,ENSG00000094880,603462,gene
CDC25A,993,ENSG00000164045,116947,gene
CDC25B,994,ENSG00000101224,116949,gene
CDC25C,995,ENSG00000158402,157680,gene
CDC26,246184,ENSG00000176386,614533,gene
CDC27,996,ENSG00000004897,116946,gene
CDC34,997,ENSG00000099804,116948,gene
CDC37,11140,ENSG00000105401,605065,gene
CDC37L1,55664,ENSG00000106993,610346,gene
CDC40,51362,ENSG00000168438,605585,gene
CDC42,998,ENSG00000070831,116952,gene
CDC42BPA,8476,ENSG00000143776,603412,gene
CDC42BPB,9578,ENSG00000198752,614062,gene
CDC42BPG,55561,ENSG00000171219,613991,gene
CDC42EP1,11135,ENSG00000128283,606084,gene
CDC42EP2,10435,ENSG00000149798,606132,gene
CDC42EP3,10602,ENSG00000163171,606133,gene
CDC42EP4,23580,ENSG00000179604,605468,gene
CDC42EP5,148170,ENSG00000167617,609171,gene
CDC45,8318,ENSG00000093009,603465,gene
CDC5L,988,ENSG00000096401,602868,gene
CDC6,990,ENSG00000094804,602627,gene
CDC7,8317,ENSG00000097046,603311,gene
CDC73,79577,ENSG00000134371,607393,gene
CDCA3,83461,ENSG00000111665,607749,gene
CDCA4,55038,ENSG00000170779,612270,gene
CDCA5,113130,ENSG00000146670,609374,gene
CDCA7,83879,ENSG00000144354,609937,gene
CDCA7L,55536,ENSG00000164649,609685,gene
CDCA8,55143,ENSG00000134690,609977,gene
CDCP1,64866,ENSG00000163814,611735,gene
CDCP2,200008,ENSG00000157211,612320,gene
CDH1,999,ENSG00000039068,192090,gene
CDH10,1008,ENSG00000040731,604555,gene
CDH11,1009,ENSG00000140937,600023,gene
CDH12,1010,ENSG00000154162,600562,gene
CDH13,1012,ENSG00000140945,601364,gene
CDH15,1013,ENSG00000129910,114019,gene
CDH16,1014,ENSG00000166589,603118,gene
CDH17,1015,ENSG00000079112,603017,gene
CDH18,1016,ENSG00000145526,603019,gene
CDH19,28513,ENSG00000071991,603016,gene
CDH2,1000,ENSG00000170558,114020,gene
CDH20,28316,ENSG00000101542,605807,gene
CDH22,64405,ENSG00000149654,609920,gene
CDH23,64072,ENSG00000107736,605516,gene
CDH24,64403,ENSG00000139880,618599,gene
CDH26,60437,ENSG00000124215,617685,gene
CDH3,1001,ENSG00000062038,114021,gene
CDH4,1002,ENSG00000179242,603006,gene
CDH5,1003,ENSG00000179776,601120,gene
CDH6,1004,ENSG00000113361,603007,gene
CDH7,1005,ENSG00000081138,605806,gene
CDH8,1006,ENSG00000150394,603008,gene
CDH9,1007,ENSG00000113100,609974,gene
CDHR1,92211,ENSG00000148600,609502,gene
CDHR3,222256,ENSG00000128536,615610,gene
CDHR5,53841,ENSG00000099834,606839,gene
CDIP1,29965,ENSG00000089486,610503,gene
CDIPT,10423,ENSG00000103502,605893,gene
CDK1,983,ENSG00000170312,116940,gene
CDK10,8558,ENSG00000185324,603464,gene
CDK11A,728642,ENSG00000008128,116951,gene
CDK11B,984,ENSG00000248333,176873,gene
CDK12,51755,ENSG00000167258,615514,gene
CDK13,8621,ENSG00000065883,603309,gene
CDK14,5218,ENSG00000058091,610679,gene
CDK15,65061,ENSG00000138395,616147,gene
CDK16,5127,ENSG00000102225,311550,gene
CDK17,5128,ENSG00000059758,603440,gene
CDK18,5129,ENSG00000117266,169190,gene
CDK19,23097,ENSG00000155111,614720,gene
CDK2,1017,ENSG00000123374,116953,gene
CDK20,23552,ENSG00000156345,610076,gene
CDK2AP1,8099,ENSG00000111328,602198,gene
CDK3,1018,ENSG00000250506,123828,gene
CDK4,1019,ENSG00000135446,123829,gene
CDK5,1020,ENSG00000164885,123831,gene
CDK5R1,8851,ENSG00000176749,603460,gene
CDK5R2,8941,ENSG00000171450,603764,gene
CDK5RAP1,51654,ENSG00000101391,608200,gene
CDK5RAP2,55755,ENSG00000136861,608201,gene
CDK5RAP3,80279,ENSG00000108465,608202,gene
CDK6,1021,ENSG00000105810,603368,gene
CDK7,1022,ENSG00000134058,601955,gene
CDK8,1024,ENSG00000132964,603184,gene
CDK9,1025,ENSG00000136807,603251,gene
CDKAL1,54901,ENSG00000145996,611259,gene
CDKL1,8814,ENSG00000100490,603441,gene
CDKL2,8999,ENSG00000138769,603442,gene
CDKL3,51265,ENSG00000006837,608459,gene
CDKL5,6792,ENSG00000008086,300203,gene
CDKN1A,1026,ENSG00000124762,116899,gene
CDKN1B,1027,ENSG00000111276,600778,gene
CDKN1C,1028,ENSG00000129757,600856,gene
CDKN2A,1029,ENSG00000147889,600160,gene
CDKN2AIP,55602,ENSG00000168564,615914,gene
CDKN2B,1030,ENSG00000147883,600431,gene
CDKN2B-AS1,100048912,ENSG00000240498,613149,gene
CDKN2C,1031,ENSG00000123080,603369,gene
CDKN2D,1032,ENSG00000129355,600927,gene
CDKN3,1033,ENSG00000100526,123832,gene
CDNF,441549,ENSG00000185267,611233,gene
CDO1,1036,ENSG00000129596,603943,gene
CDON,50937,ENSG00000064309,608707,gene
CDR1,1038,ENSG00000184258,302650,gene
CDR2,1039,ENSG00000140743,117340,gene
CDRT1,374286,ENSG00000241322,604596,gene
CDS1,1040,ENSG00000163624,603548,gene
CDS2,8760,ENSG00000101290,603549,gene
CDSN,1041,ENSG00000204539,602593,gene
CDT1,81620,ENSG00000167513,605525,gene
CDX1,1044,ENSG00000113722,600746,gene
CDX2,1045,ENSG00000165556,600297,gene
CDX4,1046,ENSG00000131264,300025,gene
CDY1,9085,ENSG00000172288,400016,gene
CDY2A,9426,ENSG00000182415,400018,gene
CDYL,9425,ENSG00000153046,603778,gene
CEACAM1,634,ENSG00000079385,109770,gene
CEACAM16,388551,ENSG00000213892,614591,gene
CEACAM19,56971,ENSG00000186567,606691,gene
CEACAM21,90273,ENSG00000007129,618191,gene
CEACAM3,1084,ENSG00000170956,609142,gene
CEACAM5,1048,ENSG00000105388,114890,gene
CEACAM6,4680,ENSG00000086548,163980,gene
CEACAM8,1088,ENSG00000124469,615747,gene
CEBPA,1050,ENSG00000245848,116897,gene
CEBPB,1051,ENSG00000172216,189965,gene
CEBPD,1052,ENSG00000221869,116898,gene
CEBPE,1053,ENSG00000092067,600749,gene
CEBPG,1054,ENSG00000153879,138972,gene
CEBPZ,10153,ENSG00000115816,612828,gene
CECR2,27443,ENSG00000099954,607576,gene
CEL,1056,ENSG00000170835,114840,gene
CELA1,1990,ENSG00000139610,130120,gene
CELA2A,63036,ENSG00000142615,609443,gene
CELA2B,51032,ENSG00000215704,609444,gene
CELF1,10658,ENSG00000149187,601074,gene
CELF2,10659,ENSG00000048740,602538,gene
CELF3,11189,ENSG00000159409,612678,gene
CELF4,56853,ENSG00000101489,612679,gene
CELF5,60680,ENSG00000161082,612680,gene
CELF6,60677,ENSG00000140488,612681,gene
CELSR1,9620,ENSG00000075275,604523,gene
CELSR2,1952,ENSG00000143126,604265,gene
CELSR3,1951,ENSG00000008300,604264,gene
CEMIP,57214,ENSG00000103888,608366,gene
CEMIP2,23670,ENSG00000135048,605835,gene
CEMP1,752014,ENSG00000205923,611113,gene
CEND1,51286,ENSG00000184524,608213,gene
CENPA,1058,ENSG00000115163,117139,gene
CENPB,1059,ENSG00000125817,117140,gene
CENPC,1060,ENSG00000145241,117141,gene
CENPE,1062,ENSG00000138778,117143,gene
CENPF,1063,ENSG00000117724,600236,gene
CENPH,64946,ENSG00000153044,605607,gene
CENPI,2491,ENSG00000102384,300065,gene
CENPJ,55835,ENSG00000151849,609279,gene
CENPK,64105,ENSG00000123219,611502,gene
CENPL,91687,ENSG00000120334,611503,gene
CENPM,79019,ENSG00000100162,610152,gene
CENPN,55839,ENSG00000166451,611509,gene
CENPO,79172,ENSG00000138092,611504,gene
CENPP,401541,ENSG00000188312,611505,gene
CENPQ,55166,ENSG00000031691,611506,gene
CENPS,378708,ENSG00000175279,609130,gene
CENPT,80152,ENSG00000102901,611510,gene
CENPU,79682,ENSG00000151725,611511,gene
CENPV,201161,ENSG00000166582,608139,gene
CENPW,387103,ENSG00000203760,611264,gene
CENPX,201254,ENSG00000169689,615128,gene
CEP104,9731,ENSG00000116198,616690,gene
CEP120,153241,ENSG00000168944,613446,gene
CEP126,57562,ENSG00000110318,614634,gene
CEP131,22994,ENSG00000141577,613479,gene
CEP135,9662,ENSG00000174799,611423,gene
CEP152,22995,ENSG00000103995,613529,gene
CEP162,22832,ENSG00000135315,610201,gene
CEP164,22897,ENSG00000110274,614848,gene
CEP170,9859,ENSG00000143702,613023,gene
CEP19,84984,ENSG00000174007,615586,gene
CEP192,55125,ENSG00000101639,616426,gene
CEP250,11190,ENSG00000126001,609689,gene
CEP290,80184,ENSG00000198707,610142,gene
CEP295,85459,ENSG00000166004,617728,gene
CEP350,9857,ENSG00000135837,617870,gene
CEP41,95681,ENSG00000106477,610523,gene
CEP55,55165,ENSG00000138180,610000,gene
CEP57,9702,ENSG00000166037,607951,gene
CEP63,80254,ENSG00000182923,614724,gene
CEP68,23177,ENSG00000011523,616889,gene
CEP70,80321,ENSG00000114107,614310,gene
CEP72,55722,ENSG00000112877,616475,gene
CEP78,84131,ENSG00000148019,617110,gene
CEP83,51134,ENSG00000173588,615847,gene
CEP89,84902,ENSG00000121289,615470,gene
CEP97,79598,ENSG00000182504,615864,gene
CEPT1,10390,ENSG00000134255,616751,gene
CER1,9350,ENSG00000147869,603777,gene
CERCAM,51148,ENSG00000167123,616626,gene
CERK,64781,ENSG00000100422,610307,gene
CERKL,375298,ENSG00000188452,608381,gene
CERNA2,642934,ENSG00000285972,617434,gene
CERS1,10715,ENSG00000223802,606919,gene
CERS2,29956,ENSG00000143418,606920,gene
CERS3,204219,ENSG00000154227,615276,gene
CERS4,79603,ENSG00000090661,615334,gene
CERS5,91012,ENSG00000139624,615335,gene
CERS6,253782,ENSG00000172292,615336,gene
CERT1,10087,ENSG00000113163,604677,gene
CES1,1066,ENSG00000198848,114835,gene
CES2,8824,ENSG00000172831,605278,gene
CES3,23491,ENSG00000172828,605279,gene
CETN1,1068,ENSG00000177143,603187,gene
CETN2,1069,ENSG00000147400,300006,gene
CETN3,1070,ENSG00000153140,602907,gene
CETP,1071,ENSG00000087237,118470,gene
CFAP126,257177,ENSG00000188931,616119,gene
CFAP20,29105,ENSG00000070761,617906,gene
CFAP298,56683,ENSG00000159079,615494,gene
CFAP300,85016,ENSG00000137691,618058,gene
CFAP410,755,ENSG00000160226,603191,gene
CFAP43,80217,ENSG00000197748,617558,gene
CFAP44,55779,ENSG00000206530,617559,gene
CFAP45,25790,ENSG00000213085,605152,gene
CFAP46,54777,ENSG00000171811,618543,gene
CFAP52,146845,ENSG00000166596,609804,gene
CFAP53,220136,ENSG00000172361,614759,gene
CFAP57,149465,ENSG00000243710,614259,gene
CFAP65,255101,ENSG00000181378,614270,gene
CFAP69,79846,ENSG00000105792,617949,gene
CFAP97,57587,ENSG00000164323,616047,gene
CFB,629,ENSG00000243649,138470,gene
CFC1,55997,ENSG00000136698,605194,gene
CFD,1675,ENSG00000197766,134350,gene
CFDP1,10428,ENSG00000153774,608108,gene
CFH,3075,ENSG00000000971,134370,gene
CFHR1,3078,ENSG00000244414,134371,gene
CFHR2,3080,ENSG00000080910,600889,gene
CFHR3,10878,ENSG00000116785,605336,gene
CFHR4,10877,ENSG00000134365,605337,gene
CFHR5,81494,ENSG00000134389,608593,gene
CFI,3426,ENSG00000205403,217030,gene
CFL1,1072,ENSG00000172757,601442,gene
CFL2,1073,ENSG00000165410,601443,gene
CFLAR,8837,ENSG00000003402,603599,gene
CFP,5199,ENSG00000126759,300383,gene
CFTR,1080,ENSG00000001626,602421,gene
CGA,1081,ENSG00000135346,118850,gene
CGAS,115004,ENSG00000164430,613973,gene
CGB1,114335,ENSG00000267631,608823,gene
CGB2,114336,ENSG00000104818,608824,gene
CGB3,1082,ENSG00000104827,118860,gene
CGB5,93659,ENSG00000189052,608825,gene
CGB7,94027,ENSG00000196337,608826,gene
CGB8,94115,ENSG00000213030,608827,gene
CGGBP1,8545,ENSG00000163320,603363,gene
CGN,57530,ENSG00000143375,609473,gene
CGNL1,84952,ENSG00000128849,607856,gene
CGREF1,10669,ENSG00000138028,606137,gene
CGRRF1,10668,ENSG00000100532,606138,gene
CH25H,9023,ENSG00000138135,604551,gene
CHAC1,79094,ENSG00000128965,614587,gene
CHAC2,494143,ENSG00000143942,617446,gene
CHAD,1101,ENSG00000136457,602178,gene
CHADL,150356,ENSG00000100399,616236,gene
CHAF1A,10036,ENSG00000167670,601246,gene
CHAF1B,8208,ENSG00000159259,601245,gene
CHAMP1,283489,ENSG00000198824,616327,gene
CHAT,1103,ENSG00000070748,118490,gene
CHCHD1,118487,ENSG00000172586,608842,gene
CHCHD10,400916,ENSG00000250479,615903,gene
CHCHD2,51142,ENSG00000106153,616244,gene
CHCHD3,54927,ENSG00000106554,613748,gene
CHCHD4,131474,ENSG00000163528,611077,gene
CHCHD5,84269,ENSG00000125611,616978,gene
CHCHD6,84303,ENSG00000159685,615634,gene
CHCHD7,79145,ENSG00000170791,611238,gene
CHD1,1105,ENSG00000153922,602118,gene
CHD1L,9557,ENSG00000131778,613039,gene
CHD2,1106,ENSG00000173575,602119,gene
CHD3,1107,ENSG00000170004,602120,gene
CHD4,1108,ENSG00000111642,603277,gene
CHD5,26038,ENSG00000116254,610771,gene
CHD6,84181,ENSG00000124177,616114,gene
CHD7,55636,ENSG00000171316,608892,gene
CHD8,57680,ENSG00000100888,610528,gene
CHD9,80205,ENSG00000177200,616936,gene
CHEK1,1111,ENSG00000149554,603078,gene
CHEK2,11200,ENSG00000183765,604373,gene/phenotype
CHERP,10523,ENSG00000085872,618539,gene
CHFR,55743,ENSG00000072609,605209,gene
CHGA,1113,ENSG00000100604,118910,gene
CHGB,1114,ENSG00000089199,118920,gene
CHI3L1,1116,ENSG00000133048,601525,gene
CHI3L2,1117,ENSG00000064886,601526,gene
CHIA,27159,ENSG00000134216,606080,gene
CHIC1,53344,ENSG00000204116,300922,gene
CHIC2,26511,ENSG00000109220,604332,gene
